review_id,beer_id,state,state_id
163,1,Rhode Island,39
164,1,Massachusetts,21
165,1,Vermont,45
166,1,Michigan,22
167,1,Illinois,13
168,1,Illinois,13
169,1,Illinois,13
170,1,Illinois,13
171,1,Massachusetts,21
172,1,North Carolina,33
173,1,Indiana,14
174,1,Indiana,14
175,1,Arizona,2
176,1,South Carolina,40
177,1,California,4
178,1,Illinois,13
179,1,Illinois,13
180,1,Florida,9
181,1,Iowa,15
182,1,Illinois,13
183,1,Illinois,13
184,1,Florida,9
185,1,Texas,43
186,1,California,4
187,1,Michigan,22
188,1,New Hampshire,29
189,1,Indiana,14
190,1,Ohio,35
191,1,Illinois,13
192,1,Wyoming,50
193,1,Massachusetts,21
194,1,California,4
195,1,California,4
196,1,Nevada,28
197,1,District of Columbia,8
198,1,Connecticut,6
199,1,Illinois,13
200,1,New Jersey,30
201,1,Florida,9
202,1,Florida,9
203,1,Alabama,0
204,1,Nebraska,27
205,1,Massachusetts,21
206,1,New York,32
207,1,Massachusetts,21
208,1,Texas,43
209,1,New Jersey,30
210,1,Ohio,35
211,1,Pennsylvania,38
212,1,Iowa,15
213,1,Illinois,13
214,1,Massachusetts,21
215,1,Indiana,14
216,1,Colorado,5
217,1,New Jersey,30
218,1,Illinois,13
219,1,New York,32
220,1,Virginia,46
221,1,Ohio,35
222,1,New York,32
223,1,Ohio,35
224,1,Massachusetts,21
225,1,California,4
226,1,Illinois,13
227,1,Indiana,14
228,1,North Dakota,34
229,1,Florida,9
230,1,Indiana,14
231,1,New York,32
232,1,Ohio,35
233,1,Minnesota,23
234,1,California,4
235,1,New Jersey,30
236,1,Illinois,13
237,1,Pennsylvania,38
238,1,California,4
239,1,Illinois,13
240,1,Illinois,13
241,1,Illinois,13
242,1,Illinois,13
243,1,Illinois,13
244,1,Nevada,28
245,1,Illinois,13
246,1,Indiana,14
247,1,Illinois,13
248,1,Illinois,13
249,1,Colorado,5
250,1,South Carolina,40
251,1,Texas,43
252,1,Illinois,13
253,1,Wisconsin,49
254,1,Texas,43
255,1,New Jersey,30
256,1,Illinois,13
257,1,Pennsylvania,38
258,1,Texas,43
259,1,Florida,9
260,1,Ohio,35
261,1,Michigan,22
262,1,Illinois,13
263,1,Georgia,10
264,1,Illinois,13
265,1,Missouri,25
266,1,Illinois,13
267,1,Illinois,13
268,1,Washington,47
269,1,New York,32
270,1,Massachusetts,21
271,1,Pennsylvania,38
272,1,Illinois,13
273,1,New York,32
274,1,Ohio,35
275,1,Colorado,5
276,1,Massachusetts,21
277,1,Georgia,10
278,1,Wisconsin,49
279,1,Illinois,13
280,1,Nevada,28
281,1,California,4
282,1,New York,32
283,1,Pennsylvania,38
284,1,New York,32
285,1,Texas,43
286,1,Illinois,13
287,1,Indiana,14
288,1,Virginia,46
289,1,Florida,9
290,1,District of Columbia,8
291,1,District of Columbia,8
292,1,Ohio,35
293,1,Virginia,46
294,1,Pennsylvania,38
295,1,Illinois,13
296,1,New York,32
297,1,Illinois,13
298,1,Illinois,13
299,1,Florida,9
300,1,Illinois,13
301,1,Iowa,15
302,1,Minnesota,23
303,1,Wisconsin,49
304,1,Illinois,13
305,1,Illinois,13
306,1,Ohio,35
307,1,Indiana,14
308,1,Indiana,14
309,1,Indiana,14
310,1,Florida,9
311,1,Kentucky,17
312,1,Illinois,13
313,1,Florida,9
314,1,Ohio,35
315,1,Pennsylvania,38
316,1,Maryland,20
317,1,Michigan,22
318,1,New York,32
319,1,Idaho,12
320,1,Indiana,14
321,1,Indiana,14
322,1,New York,32
323,1,Indiana,14
324,1,Illinois,13
325,1,Indiana,14
326,1,South Carolina,40
327,1,New York,32
328,1,California,4
329,1,Ohio,35
330,1,Ohio,35
331,1,District of Columbia,8
332,1,Minnesota,23
333,1,Indiana,14
334,1,Maryland,20
335,1,Maryland,20
336,1,Illinois,13
337,1,Michigan,22
338,1,Pennsylvania,38
339,1,Indiana,14
340,1,Virginia,46
341,1,Minnesota,23
342,1,Arizona,2
343,1,California,4
344,1,Ohio,35
345,1,Michigan,22
346,2,Tennessee,42
347,2,New York,32
348,2,Pennsylvania,38
349,2,Indiana,14
350,2,Virginia,46
351,2,Minnesota,23
352,2,Ohio,35
353,2,Maine,19
354,2,Rhode Island,39
355,2,Delaware,7
356,2,New York,32
357,2,Illinois,13
358,2,Ohio,35
359,2,California,4
360,2,New York,32
361,2,West Virginia,48
362,2,Massachusetts,21
363,2,Oregon,37
364,2,Illinois,13
365,2,New York,32
366,2,Florida,9
367,2,Illinois,13
368,2,Tennessee,42
369,2,New York,32
370,2,Pennsylvania,38
371,2,Indiana,14
372,2,Virginia,46
373,2,Minnesota,23
374,2,Ohio,35
375,2,Maine,19
376,2,Rhode Island,39
377,2,Delaware,7
378,2,New York,32
379,2,Illinois,13
380,2,Ohio,35
381,2,California,4
382,2,New York,32
383,2,West Virginia,48
384,2,Massachusetts,21
385,2,Oregon,37
386,2,Illinois,13
387,2,New York,32
388,2,Florida,9
389,2,Illinois,13
390,2,New York,32
391,2,Ohio,35
392,2,Massachusetts,21
393,2,Vermont,45
394,2,California,4
395,2,Vermont,45
396,2,Illinois,13
397,2,Florida,9
398,2,Missouri,25
399,2,California,4
400,2,Rhode Island,39
401,2,Florida,9
402,2,Texas,43
403,2,Illinois,13
404,2,Michigan,22
405,2,Florida,9
406,2,Iowa,15
407,2,Nebraska,27
408,2,Missouri,25
409,2,Texas,43
410,2,Florida,9
411,2,District of Columbia,8
412,2,Pennsylvania,38
413,2,Massachusetts,21
414,2,Nevada,28
415,2,Iowa,15
416,2,Florida,9
417,2,New York,32
418,2,Illinois,13
419,2,Massachusetts,21
420,2,Pennsylvania,38
421,2,Illinois,13
422,2,Illinois,13
423,2,California,4
424,2,Vermont,45
425,2,Michigan,22
426,2,Ohio,35
427,2,Illinois,13
428,2,Kentucky,17
429,2,South Carolina,40
430,2,Massachusetts,21
431,2,Illinois,13
432,2,New York,32
433,2,Massachusetts,21
434,2,Massachusetts,21
435,2,Illinois,13
436,2,Florida,9
437,2,North Dakota,34
438,2,Alabama,0
439,2,Ohio,35
440,2,California,4
441,2,Alabama,0
442,2,California,4
443,2,Florida,9
444,2,Illinois,13
445,2,North Carolina,33
446,2,Virginia,46
447,2,Texas,43
448,2,Indiana,14
449,2,Colorado,5
450,2,Illinois,13
451,2,Florida,9
452,2,Michigan,22
453,2,Massachusetts,21
454,2,Pennsylvania,38
455,2,Michigan,22
456,2,Alabama,0
457,2,Pennsylvania,38
458,2,New Jersey,30
459,2,California,4
460,2,New Mexico,31
461,2,Missouri,25
462,2,California,4
463,2,Texas,43
464,2,New Jersey,30
465,2,Vermont,45
466,2,Illinois,13
467,2,Florida,9
468,2,Illinois,13
469,2,North Carolina,33
470,2,Georgia,10
471,2,Minnesota,23
472,2,Missouri,25
473,2,Georgia,10
474,2,Georgia,10
475,2,New Hampshire,29
476,2,Colorado,5
477,2,District of Columbia,8
478,2,North Carolina,33
479,2,Kentucky,17
480,2,North Carolina,33
481,2,Kentucky,17
482,2,New Hampshire,29
483,2,Nevada,28
484,2,Georgia,10
485,2,North Carolina,33
486,2,Illinois,13
487,2,Massachusetts,21
488,2,Pennsylvania,38
489,3,New York,32
490,3,Illinois,13
491,3,Colorado,5
492,3,Massachusetts,21
493,3,Ohio,35
494,3,Missouri,25
495,3,Tennessee,42
496,3,Wisconsin,49
497,3,Alabama,0
498,3,Minnesota,23
499,3,Arkansas,3
500,3,Minnesota,23
501,3,Michigan,22
502,3,West Virginia,48
503,3,Massachusetts,21
504,3,Illinois,13
505,3,Illinois,13
506,3,Maryland,20
507,3,Florida,9
508,3,Georgia,10
509,3,Illinois,13
510,3,Colorado,5
511,3,New York,32
512,3,Illinois,13
513,3,Colorado,5
514,3,Massachusetts,21
515,3,Ohio,35
516,3,Missouri,25
517,3,Tennessee,42
518,3,Wisconsin,49
519,3,Alabama,0
520,3,Minnesota,23
521,3,Arkansas,3
522,3,Minnesota,23
523,3,Michigan,22
524,3,West Virginia,48
525,3,Massachusetts,21
526,3,Illinois,13
527,3,Illinois,13
528,3,Maryland,20
529,3,Florida,9
530,3,Georgia,10
531,3,Illinois,13
532,3,Colorado,5
533,3,Ohio,35
534,3,Massachusetts,21
535,3,Vermont,45
536,3,Missouri,25
537,3,Florida,9
538,3,Rhode Island,39
539,3,Massachusetts,21
540,3,Maryland,20
541,3,Illinois,13
542,3,California,4
543,3,Maryland,20
544,3,New York,32
545,3,Missouri,25
546,3,Minnesota,23
547,3,California,4
548,3,Iowa,15
549,3,Massachusetts,21
550,3,Missouri,25
551,3,Florida,9
552,3,Illinois,13
553,3,Vermont,45
554,3,Missouri,25
555,3,Missouri,25
556,3,Missouri,25
557,3,Illinois,13
558,3,Kentucky,17
559,3,New Jersey,30
560,3,Illinois,13
561,3,Missouri,25
562,3,Illinois,13
563,3,Kentucky,17
564,3,Massachusetts,21
565,3,District of Columbia,8
566,3,Massachusetts,21
567,3,New York,32
568,3,Illinois,13
569,3,New York,32
570,3,Nebraska,27
571,3,California,4
572,3,Florida,9
573,3,Virginia,46
574,3,Illinois,13
575,3,Kansas,16
576,3,Wisconsin,49
577,3,Illinois,13
578,3,Illinois,13
579,3,New York,32
580,3,Pennsylvania,38
581,3,North Carolina,33
582,3,California,4
583,3,California,4
584,3,Illinois,13
585,3,Indiana,14
586,3,Florida,9
587,3,Minnesota,23
588,3,District of Columbia,8
589,3,Pennsylvania,38
590,3,Indiana,14
591,3,New Jersey,30
592,3,Illinois,13
593,3,District of Columbia,8
594,3,Missouri,25
595,3,Texas,43
596,3,Missouri,25
597,3,Missouri,25
598,3,Massachusetts,21
599,3,Massachusetts,21
600,3,Pennsylvania,38
601,3,Colorado,5
602,3,Missouri,25
603,3,Pennsylvania,38
604,3,Massachusetts,21
605,3,Washington,47
606,3,New Jersey,30
607,3,California,4
608,3,Maryland,20
609,3,Maryland,20
610,3,Colorado,5
611,3,California,4
612,3,Louisiana,18
613,3,Illinois,13
614,3,New York,32
615,3,Illinois,13
616,3,Indiana,14
617,3,District of Columbia,8
618,3,Texas,43
619,3,District of Columbia,8
620,3,Illinois,13
621,3,Ohio,35
622,3,California,4
623,3,Tennessee,42
624,3,Illinois,13
625,3,Illinois,13
626,3,Washington,47
627,3,Arizona,2
628,3,Missouri,25
629,3,Missouri,25
630,3,New York,32
631,4,Maryland,20
632,4,California,4
633,4,New York,32
634,4,Utah,44
635,4,Washington,47
636,4,Virginia,46
637,4,New York,32
638,4,Maine,19
639,4,Massachusetts,21
640,4,California,4
641,4,California,4
642,4,California,4
643,4,Pennsylvania,38
644,4,Virginia,46
645,4,California,4
646,4,Massachusetts,21
647,4,New Jersey,30
648,4,Illinois,13
649,4,Massachusetts,21
650,4,California,4
651,4,Maryland,20
652,4,California,4
653,4,New York,32
654,4,Utah,44
655,4,Washington,47
656,4,Virginia,46
657,4,New York,32
658,4,Maine,19
659,4,Massachusetts,21
660,4,California,4
661,4,California,4
662,4,California,4
663,4,Pennsylvania,38
664,4,Virginia,46
665,4,California,4
666,4,Massachusetts,21
667,4,New Jersey,30
668,4,Illinois,13
669,4,Massachusetts,21
670,4,California,4
671,4,Missouri,25
672,4,Massachusetts,21
673,4,New Jersey,30
674,4,Michigan,22
675,4,Virginia,46
676,4,South Carolina,40
677,4,New Hampshire,29
678,4,Pennsylvania,38
679,4,California,4
680,4,Michigan,22
681,4,Massachusetts,21
682,4,Minnesota,23
683,4,Illinois,13
684,4,California,4
685,4,Florida,9
686,4,California,4
687,4,Vermont,45
688,4,California,4
689,4,Tennessee,42
690,4,New York,32
691,4,New Jersey,30
692,4,Kentucky,17
693,4,Georgia,10
694,4,Massachusetts,21
695,4,Pennsylvania,38
696,4,Rhode Island,39
697,4,New York,32
698,4,New York,32
699,4,New Jersey,30
700,4,Michigan,22
701,4,Massachusetts,21
702,4,Pennsylvania,38
703,4,Indiana,14
704,4,California,4
705,4,Massachusetts,21
706,4,Massachusetts,21
707,4,Massachusetts,21
708,4,Pennsylvania,38
709,4,Missouri,25
710,4,New York,32
711,4,New York,32
712,4,Massachusetts,21
713,4,Maryland,20
714,4,Maine,19
715,4,Minnesota,23
716,4,Kentucky,17
717,4,Massachusetts,21
718,4,Pennsylvania,38
719,4,Colorado,5
720,4,New York,32
721,4,New York,32
722,4,Wisconsin,49
723,4,Maine,19
724,4,New York,32
725,4,New York,32
726,4,New Jersey,30
727,4,Ohio,35
728,4,California,4
729,4,Minnesota,23
730,4,Massachusetts,21
731,4,New Jersey,30
732,4,Pennsylvania,38
733,4,New York,32
734,4,Minnesota,23
735,4,California,4
736,4,North Carolina,33
737,4,New Jersey,30
738,4,New York,32
739,4,California,4
740,4,Georgia,10
741,4,Pennsylvania,38
742,4,Pennsylvania,38
743,4,Massachusetts,21
744,4,California,4
745,4,Massachusetts,21
746,4,Florida,9
747,4,California,4
748,4,Illinois,13
749,4,California,4
750,4,California,4
751,4,New Jersey,30
752,4,Pennsylvania,38
753,4,Massachusetts,21
754,4,Pennsylvania,38
755,4,New Jersey,30
756,4,New Jersey,30
757,4,Massachusetts,21
758,4,Pennsylvania,38
759,4,Massachusetts,21
760,4,Pennsylvania,38
761,4,Michigan,22
762,4,Connecticut,6
763,4,Vermont,45
764,4,Vermont,45
765,4,Georgia,10
766,4,Connecticut,6
767,4,Pennsylvania,38
768,4,Massachusetts,21
769,4,Ohio,35
770,4,Florida,9
771,4,Connecticut,6
772,4,Florida,9
773,4,Massachusetts,21
774,4,Massachusetts,21
775,4,Missouri,25
776,4,New York,32
777,4,Rhode Island,39
778,4,New York,32
779,4,New York,32
780,4,New Jersey,30
781,4,California,4
782,4,Pennsylvania,38
783,4,California,4
784,4,Massachusetts,21
785,4,Connecticut,6
786,4,Minnesota,23
787,4,Texas,43
788,4,New York,32
789,4,Tennessee,42
790,4,Virginia,46
791,4,Connecticut,6
792,4,New Jersey,30
793,4,New York,32
794,4,Iowa,15
795,4,Virginia,46
796,4,Massachusetts,21
797,4,Indiana,14
798,4,Ohio,35
799,4,Kansas,16
800,4,New Hampshire,29
801,4,Georgia,10
802,4,Pennsylvania,38
803,4,Tennessee,42
804,4,Alabama,0
805,4,Connecticut,6
806,4,Washington,47
807,4,Pennsylvania,38
808,4,Vermont,45
809,4,New Hampshire,29
810,4,Ohio,35
811,4,California,4
812,4,Oregon,37
813,4,Nebraska,27
814,4,Connecticut,6
815,4,South Carolina,40
816,4,Pennsylvania,38
817,4,Missouri,25
818,4,Vermont,45
819,4,Colorado,5
820,4,Massachusetts,21
821,4,Illinois,13
822,4,New York,32
823,4,Idaho,12
824,4,Illinois,13
825,4,Michigan,22
826,4,Virginia,46
827,4,New York,32
828,4,New York,32
829,4,Virginia,46
830,4,Ohio,35
831,4,Massachusetts,21
832,4,Massachusetts,21
833,4,Pennsylvania,38
834,4,Florida,9
835,4,Virginia,46
836,4,Illinois,13
837,4,Massachusetts,21
838,4,New York,32
839,4,Rhode Island,39
840,4,Massachusetts,21
841,4,Vermont,45
842,4,Tennessee,42
843,5,Illinois,13
844,5,Connecticut,6
845,5,New York,32
846,5,South Carolina,40
847,5,New Jersey,30
848,5,California,4
849,5,Illinois,13
850,5,Pennsylvania,38
851,5,Indiana,14
852,5,Nebraska,27
853,5,Iowa,15
854,5,Minnesota,23
855,5,Wisconsin,49
856,5,Virginia,46
857,5,California,4
858,5,Illinois,13
859,5,Washington,47
860,5,Illinois,13
861,5,Illinois,13
862,5,Illinois,13
863,5,Virginia,46
864,5,Minnesota,23
865,5,California,4
866,5,Illinois,13
867,5,Connecticut,6
868,5,New York,32
869,5,South Carolina,40
870,5,New Jersey,30
871,5,California,4
872,5,Illinois,13
873,5,Pennsylvania,38
874,5,Indiana,14
875,5,Nebraska,27
876,5,Iowa,15
877,5,Minnesota,23
878,5,Wisconsin,49
879,5,Virginia,46
880,5,California,4
881,5,Illinois,13
882,5,Washington,47
883,5,Illinois,13
884,5,Illinois,13
885,5,Illinois,13
886,5,Virginia,46
887,5,Minnesota,23
888,5,California,4
889,5,Illinois,13
890,5,Idaho,12
891,5,Illinois,13
892,5,Massachusetts,21
893,5,Massachusetts,21
894,5,Minnesota,23
895,5,Minnesota,23
896,5,Minnesota,23
897,5,New York,32
898,5,Minnesota,23
899,5,Massachusetts,21
900,5,Maryland,20
901,5,New Jersey,30
902,5,Missouri,25
903,5,Massachusetts,21
904,5,Massachusetts,21
905,5,Massachusetts,21
906,5,Missouri,25
907,5,Virginia,46
908,5,Iowa,15
909,5,Massachusetts,21
910,5,Texas,43
911,5,Connecticut,6
912,5,New York,32
913,5,Georgia,10
914,5,Colorado,5
915,5,Colorado,5
916,5,Kentucky,17
917,5,New York,32
918,5,Iowa,15
919,5,Rhode Island,39
920,5,New York,32
921,5,California,4
922,5,Illinois,13
923,5,Ohio,35
924,5,Illinois,13
925,5,Ohio,35
926,5,Minnesota,23
927,5,Ohio,35
928,5,Kentucky,17
929,5,Massachusetts,21
930,5,North Carolina,33
931,5,Minnesota,23
932,6,Illinois,13
933,6,Kentucky,17
934,6,New Jersey,30
935,6,New York,32
936,6,California,4
937,6,Tennessee,42
938,6,Ohio,35
939,6,California,4
940,6,California,4
941,6,Minnesota,23
942,6,Texas,43
943,6,Massachusetts,21
944,6,California,4
945,6,North Carolina,33
946,6,California,4
947,6,Pennsylvania,38
948,6,Washington,47
949,6,Illinois,13
950,6,Kentucky,17
951,6,New Jersey,30
952,6,New York,32
953,6,California,4
954,6,Tennessee,42
955,6,Ohio,35
956,6,California,4
957,6,California,4
958,6,Minnesota,23
959,6,Texas,43
960,6,Massachusetts,21
961,6,California,4
962,6,North Carolina,33
963,6,California,4
964,6,Pennsylvania,38
965,6,Washington,47
966,7,New York,32
967,7,Massachusetts,21
968,7,California,4
969,7,Massachusetts,21
970,7,New Hampshire,29
971,7,New York,32
972,7,Illinois,13
973,7,New Hampshire,29
974,7,Maine,19
975,7,New Hampshire,29
976,7,New Hampshire,29
977,7,Pennsylvania,38
978,7,Massachusetts,21
979,7,Massachusetts,21
980,7,New Jersey,30
981,7,Massachusetts,21
982,7,South Carolina,40
983,7,Connecticut,6
984,7,New York,32
985,7,New York,32
986,7,Massachusetts,21
987,7,California,4
988,7,Massachusetts,21
989,7,New Hampshire,29
990,7,New York,32
991,7,Illinois,13
992,7,New Hampshire,29
993,7,Maine,19
994,7,New Hampshire,29
995,7,New Hampshire,29
996,7,Pennsylvania,38
997,7,Massachusetts,21
998,7,Massachusetts,21
999,7,New Jersey,30
1000,7,Massachusetts,21
1001,7,South Carolina,40
1002,7,Connecticut,6
1003,7,New York,32
1004,7,New Jersey,30
1005,7,New York,32
1006,7,New Hampshire,29
1007,7,South Carolina,40
1008,7,Massachusetts,21
1009,7,Pennsylvania,38
1010,7,California,4
1011,7,Massachusetts,21
1012,7,Massachusetts,21
1013,7,Connecticut,6
1014,7,Ohio,35
1015,7,Connecticut,6
1016,7,Ohio,35
1017,7,California,4
1018,7,Massachusetts,21
1019,7,New York,32
1020,7,Massachusetts,21
1021,7,Tennessee,42
1022,7,Michigan,22
1023,7,Massachusetts,21
1024,7,Alabama,0
1025,7,Illinois,13
1026,7,Massachusetts,21
1027,7,Connecticut,6
1028,7,Pennsylvania,38
1029,7,Massachusetts,21
1030,7,Colorado,5
1031,7,New York,32
1032,7,Ohio,35
1033,7,Pennsylvania,38
1034,7,Illinois,13
1035,7,Illinois,13
1036,7,Iowa,15
1037,7,California,4
1038,7,Iowa,15
1039,7,Minnesota,23
1040,7,Missouri,25
1041,7,Illinois,13
1042,7,Iowa,15
1043,7,Connecticut,6
1044,7,Massachusetts,21
1045,7,Massachusetts,21
1046,7,Illinois,13
1047,7,Indiana,14
1048,7,New Jersey,30
1049,7,Nebraska,27
1050,7,New York,32
1051,7,Maryland,20
1052,7,New York,32
1053,7,New Jersey,30
1054,7,Connecticut,6
1055,7,Michigan,22
1056,7,Massachusetts,21
1057,7,New Hampshire,29
1058,7,Virginia,46
1059,7,North Carolina,33
1060,7,Connecticut,6
1061,7,Massachusetts,21
1062,7,Connecticut,6
1063,7,Iowa,15
1064,7,Minnesota,23
1065,7,Illinois,13
1066,7,North Carolina,33
1067,7,North Carolina,33
1068,7,Rhode Island,39
1069,7,California,4
1070,7,Massachusetts,21
1071,7,California,4
1072,7,Indiana,14
1073,7,New Hampshire,29
1074,7,Georgia,10
1075,7,Missouri,25
1076,7,Florida,9
1077,7,Indiana,14
1078,7,California,4
1079,7,New Jersey,30
1080,7,District of Columbia,8
1081,7,Rhode Island,39
1082,7,Massachusetts,21
1083,7,Massachusetts,21
1084,7,California,4
1085,7,Minnesota,23
1086,7,Connecticut,6
1087,7,Massachusetts,21
1088,7,New York,32
1089,7,Massachusetts,21
1090,7,Massachusetts,21
1091,7,Rhode Island,39
1092,7,New York,32
1093,8,Connecticut,6
1094,8,Washington,47
1095,8,Tennessee,42
1096,8,Tennessee,42
1097,8,New Jersey,30
1098,8,New York,32
1099,8,Massachusetts,21
1100,8,New York,32
1101,8,Massachusetts,21
1102,8,Massachusetts,21
1103,8,Rhode Island,39
1104,8,Minnesota,23
1105,8,Illinois,13
1106,8,Massachusetts,21
1107,8,Alabama,0
1108,8,Connecticut,6
1109,8,Texas,43
1110,8,Ohio,35
1111,8,Connecticut,6
1112,8,Washington,47
1113,8,Tennessee,42
1114,8,Tennessee,42
1115,8,New Jersey,30
1116,8,New York,32
1117,8,Massachusetts,21
1118,8,New York,32
1119,8,Massachusetts,21
1120,8,Massachusetts,21
1121,8,Rhode Island,39
1122,8,Minnesota,23
1123,8,Illinois,13
1124,8,Massachusetts,21
1125,8,Alabama,0
1126,8,Connecticut,6
1127,8,Texas,43
1128,8,Ohio,35
1129,8,Massachusetts,21
1130,8,Massachusetts,21
1131,8,Rhode Island,39
1132,8,Michigan,22
1133,8,Massachusetts,21
1134,8,Massachusetts,21
1135,8,New Hampshire,29
1136,8,Massachusetts,21
1137,8,Indiana,14
1138,8,Connecticut,6
1139,8,Oregon,37
1140,8,Iowa,15
1141,8,North Carolina,33
1142,8,Massachusetts,21
1143,8,Connecticut,6
1144,8,Illinois,13
1145,8,Rhode Island,39
1146,8,California,4
1147,8,Illinois,13
1148,8,Massachusetts,21
1149,8,New Mexico,31
1150,8,California,4
1151,8,Connecticut,6
1152,8,Florida,9
1153,8,Massachusetts,21
1154,8,Minnesota,23
1155,8,Massachusetts,21
1156,8,Massachusetts,21
1157,8,Ohio,35
1158,8,Florida,9
1159,8,Iowa,15
1160,8,Alabama,0
1161,8,Nebraska,27
1162,8,District of Columbia,8
1163,8,Connecticut,6
1164,8,Virginia,46
1165,8,California,4
1166,8,Massachusetts,21
1167,8,Massachusetts,21
1168,8,Massachusetts,21
1169,8,Minnesota,23
1170,8,Texas,43
1171,8,Minnesota,23
1172,8,Kentucky,17
1173,8,Florida,9
1174,8,Iowa,15
1175,8,Massachusetts,21
1176,8,Illinois,13
1177,8,New York,32
1178,8,New York,32
1179,8,California,4
1180,8,North Carolina,33
1181,8,Connecticut,6
1182,8,New Hampshire,29
1183,8,Massachusetts,21
1184,8,Massachusetts,21
1185,8,Illinois,13
1186,8,Connecticut,6
1187,8,Massachusetts,21
1188,8,Massachusetts,21
1189,8,New York,32
1190,8,Illinois,13
1191,8,Louisiana,18
1192,8,New York,32
1193,9,Maine,19
1194,9,Massachusetts,21
1195,9,Illinois,13
1196,9,New York,32
1197,9,Massachusetts,21
1198,9,New York,32
1199,9,Connecticut,6
1200,9,New York,32
1201,9,Massachusetts,21
1202,9,Massachusetts,21
1203,9,Alabama,0
1204,9,New York,32
1205,9,Virginia,46
1206,9,Pennsylvania,38
1207,9,Massachusetts,21
1208,9,Massachusetts,21
1209,9,Minnesota,23
1210,9,Illinois,13
1211,9,California,4
1212,9,Massachusetts,21
1213,9,New York,32
1214,9,Missouri,25
1215,9,Maine,19
1216,9,Massachusetts,21
1217,9,Illinois,13
1218,9,New York,32
1219,9,Massachusetts,21
1220,9,New York,32
1221,9,Connecticut,6
1222,9,New York,32
1223,9,Massachusetts,21
1224,9,Massachusetts,21
1225,9,Alabama,0
